,nct_id,documents
1397,NCT02706691,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 23, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/91/NCT02706691/Prot_SAP_000.pdf""}"
1398,NCT02709785,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 13, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/85/NCT02709785/Prot_SAP_000.pdf""}"
1399,NCT02712008,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 31, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT02712008/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 12, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT02712008/SAP_001.pdf""}]"
1400,NCT02713256,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 18, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/56/NCT02713256/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 19, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/56/NCT02713256/SAP_001.pdf""}]"
1401,NCT02713542,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 16, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/42/NCT02713542/Prot_SAP_000.pdf""}"
1402,NCT02713828,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 14, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/28/NCT02713828/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 28, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/28/NCT02713828/SAP_001.pdf""}]"
1403,NCT02715804,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 15, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/04/NCT02715804/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 6, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/04/NCT02715804/SAP_001.pdf""}]"
1404,NCT02720510,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 19, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/10/NCT02720510/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 9, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/10/NCT02720510/SAP_001.pdf""}]"
1405,NCT02722044,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""August 26, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT02722044/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 19, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT02722044/SAP_001.pdf""}]"
1406,NCT02724033,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 27, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/33/NCT02724033/Prot_SAP_000.pdf""}"
1407,NCT02725268,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 7, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/68/NCT02725268/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 2, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/68/NCT02725268/Prot_001.pdf""}]"
1408,NCT02727322,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 1, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/22/NCT02727322/Prot_SAP_000.pdf""}"
1409,NCT02728206,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 26, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/06/NCT02728206/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 20, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/06/NCT02728206/SAP_001.pdf""}]"
1410,NCT02730377,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 14, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/77/NCT02730377/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 14, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/77/NCT02730377/SAP_001.pdf""}]"
1411,NCT02734498,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 6, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/98/NCT02734498/Prot_SAP_000.pdf""}"
1412,NCT02736578,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 9, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/78/NCT02736578/Prot_SAP_000.pdf""}"
1413,NCT02737358,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 5, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT02737358/Prot_SAP_000.pdf""}"
1414,NCT02737722,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 15, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/22/NCT02737722/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 31, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/22/NCT02737722/SAP_001.pdf""}]"
1415,NCT02744352,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 29, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/52/NCT02744352/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""August 24, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/52/NCT02744352/ICF_001.pdf""}]"
1416,NCT02747004,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 29, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/04/NCT02747004/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 29, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/04/NCT02747004/SAP_001.pdf""}]"
1417,NCT02750930,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""October 28, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/30/NCT02750930/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 6, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/30/NCT02750930/SAP_001.pdf""}]"
1418,NCT02754570,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 10, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/70/NCT02754570/Prot_SAP_000.pdf""}"
1419,NCT02757768,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 22, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/68/NCT02757768/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 27, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/68/NCT02757768/SAP_001.pdf""}]"
1420,NCT02765256,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 11, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/56/NCT02765256/Prot_SAP_000.pdf""}"
1421,NCT02774681,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 15, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/81/NCT02774681/Prot_SAP_000.pdf""}"
1422,NCT02781649,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 11, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/49/NCT02781649/Prot_SAP_001.pdf""}"
1423,NCT02784444,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 31, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT02784444/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 16, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT02784444/SAP_001.pdf""}]"
1424,NCT02787551,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 12, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/51/NCT02787551/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 7, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/51/NCT02787551/SAP_001.pdf""}]"
1425,NCT02796300,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 3, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/00/NCT02796300/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""February 21, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/00/NCT02796300/ICF_001.pdf""}]"
1426,NCT02800928,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 4, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/28/NCT02800928/Prot_SAP_000.pdf""}"
1427,NCT02802865,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 24, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/65/NCT02802865/Prot_SAP_000.pdf""}"
1428,NCT02807376,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 17, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/76/NCT02807376/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 11, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/76/NCT02807376/SAP_001.pdf""}]"
1429,NCT02810457,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 22, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/57/NCT02810457/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 7, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/57/NCT02810457/SAP_001.pdf""}]"
1430,NCT02814643,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""December 14, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/43/NCT02814643/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 6, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/43/NCT02814643/SAP_001.pdf""}]"
1431,NCT02831257,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 1, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/57/NCT02831257/Prot_SAP_000.pdf""}"
1432,NCT02833415,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 13, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/15/NCT02833415/Prot_SAP_000.pdf""}"
1433,NCT02833844,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 30, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT02833844/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 20, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT02833844/SAP_001.pdf""}]"
1434,NCT02849990,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 23, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/90/NCT02849990/Prot_SAP_000.pdf""}"
1435,NCT02857426,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 9, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/26/NCT02857426/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 29, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/26/NCT02857426/Prot_001.pdf""}]"
1436,NCT02859441,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 7, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/41/NCT02859441/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 6, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/41/NCT02859441/SAP_001.pdf""}]"
1437,NCT02862548,"[{""document_type"": ""Study Protocol: Original"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 7, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/48/NCT02862548/Prot_000.pdf""}, {""document_type"": ""Study Protocol: Amendment 1"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 22, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/48/NCT02862548/Prot_001.pdf""}, {""document_type"": ""Study Protocol: Amemdment 2"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 28, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/48/NCT02862548/Prot_002.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 19, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/48/NCT02862548/SAP_003.pdf""}, {""document_type"": ""Study Protocol: Amemdment 3"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 18, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/48/NCT02862548/Prot_004.pdf""}]"
1438,NCT02885025,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 2, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/25/NCT02885025/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""November 19, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/25/NCT02885025/ICF_001.pdf""}]"
1439,NCT02886923,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 22, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/23/NCT02886923/Prot_SAP_000.pdf""}"
1440,NCT02891070,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 6, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/70/NCT02891070/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 10, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/70/NCT02891070/SAP_001.pdf""}]"
1441,NCT02905266,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""August 18, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/66/NCT02905266/Prot_002.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 23, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/66/NCT02905266/SAP_003.pdf""}]"
1442,NCT02906566,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 12, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/66/NCT02906566/Prot_SAP_000.pdf""}"
1443,NCT02906917,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 22, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/17/NCT02906917/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 22, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/17/NCT02906917/SAP_001.pdf""}]"
1444,NCT02908100,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 9, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/00/NCT02908100/Prot_SAP_000.pdf""}"
1445,NCT02908516,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 21, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/16/NCT02908516/Prot_SAP_000.pdf""}"
1446,NCT02908841,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 11, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/41/NCT02908841/Prot_SAP_000.pdf""}"
1447,NCT02911688,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 18, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/88/NCT02911688/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 17, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/88/NCT02911688/SAP_001.pdf""}]"
1448,NCT02912468,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 17, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/68/NCT02912468/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 14, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/68/NCT02912468/SAP_001.pdf""}]"
1449,NCT02915705,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 3, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/05/NCT02915705/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 2, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/05/NCT02915705/SAP_001.pdf""}]"
1450,NCT02919761,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 4, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/61/NCT02919761/Prot_SAP_000.pdf""}"
1451,NCT02921490,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 17, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/90/NCT02921490/Prot_SAP_000.pdf""}"
1452,NCT02927431,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 12, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/31/NCT02927431/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 5, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/31/NCT02927431/SAP_001.pdf""}]"
1453,NCT02934191,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 23, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/91/NCT02934191/Prot_SAP_000.pdf""}"
