nct_id,version_date,document_type,document_date,upload_date,no_sap
NCT01567462,09/11/2017,Study Protocol and Statistical Analysis Plan,"February 13, 2015",08/31/2017 09:56,
NCT01588951,20/06/2018,Study Protocol and Statistical Analysis Plan,"January 18, 2017",06/20/2018 09:52,
NCT01603641,29/07/2019,Study Protocol,"January 28, 2014",07/29/2019 17:50,
NCT01603641,29/07/2019,Statistical Analysis Plan,"October 2, 2018",07/29/2019 17:50,
NCT01613768,10/07/2018,Study Protocol and Statistical Analysis Plan,"February 14, 2018",05/14/2018 14:19,
NCT01625923,19/08/2019,Study Protocol and Statistical Analysis Plan,"September 29, 2016",06/24/2019 14:56,
NCT01629862,19/02/2018,Statistical Analysis Plan,"January 5, 2018",01/12/2018 11:11,
NCT01629862,19/02/2018,Study Protocol,"April 28, 2017",01/12/2018 11:14,
NCT01639872,12/12/2019,Study Protocol and Statistical Analysis Plan,"January 15, 2016",10/25/2019 13:18,
NCT01661088,06/08/2018,Study Protocol and Statistical Analysis Plan,"October 14, 2016",06/26/2018 11:17,
NCT01693120,21/03/2018,Study Protocol,"November 21, 2014",02/07/2018 00:18,
NCT01693120,21/03/2018,Statistical Analysis Plan,"July 18, 2013",02/07/2018 00:20,
NCT01712490,29/10/2018,Study Protocol,"March 2, 2015",04/18/2018 14:39,
NCT01712490,29/10/2018,Statistical Analysis Plan,"March 10, 2015",04/18/2018 14:39,
NCT01720316,18/09/2017,Informed Consent Form,"November 11, 2012",07/28/2017 18:24,
NCT01720316,18/09/2017,Statistical Analysis Plan,"October 17, 2012",07/28/2017 18:24,
NCT01720316,18/09/2017,Study Protocol,"October 2, 2012",07/28/2017 18:25,
NCT01740323,23/08/2019,Study Protocol and Statistical Analysis Plan,"December 22, 2017",07/09/2019 09:40,
NCT01797120,26/04/2018,Study Protocol,"January 22, 2014",03/02/2018 09:34,
NCT01797120,26/04/2018,Statistical Analysis Plan,"March 24, 2014",04/10/2018 14:39,
NCT01797965,11/11/2019,Study Protocol,"September 29, 2017",09/24/2019 10:09,
NCT01797965,11/11/2019,Statistical Analysis Plan,"May 8, 2018",09/24/2019 10:09,
NCT01808222,12/12/2018,Study Protocol and Statistical Analysis Plan,"December 4, 2014",12/12/2018 14:55,
NCT01841736,12/09/2019,Study Protocol and Statistical Analysis Plan,"April 8, 2019",09/11/2019 15:45,
NCT01856907,19/01/2018,Study Protocol and Statistical Analysis Plan,"August 14, 2017",12/12/2017 17:04,
NCT01877655,01/11/2018,Study Protocol,"October 28, 2016",09/17/2018 15:56,
NCT01877655,01/11/2018,Statistical Analysis Plan,"May 19, 2017",09/17/2018 15:57,
NCT01880047,20/05/2019,Study Protocol and Statistical Analysis Plan,"October 13, 2015",04/04/2019 14:53,
NCT01881867,16/11/2018,Study Protocol,"July 26, 2017",08/02/2018 18:24,
NCT01881867,16/11/2018,Statistical Analysis Plan,"November 13, 2018",11/13/2018 19:57,
NCT01887717,28/10/2019,Study Protocol,"August 8, 2014",08/22/2019 17:20,
NCT01887717,28/10/2019,Statistical Analysis Plan,"August 9, 2017",08/22/2019 17:22,
NCT01902004,11/10/2019,Study Protocol and Statistical Analysis Plan,"September 19, 2018",09/24/2019 19:52,
NCT01921205,16/03/2018,Statistical Analysis Plan,"February 9, 2017",01/17/2018 13:28,
NCT01921205,16/03/2018,Study Protocol,"March 5, 2015",01/23/2018 08:36,
NCT01927627,19/02/2019,Study Protocol and Statistical Analysis Plan,"June 8, 2015",02/19/2019 14:56,
NCT01935934,31/10/2019,Study Protocol and Statistical Analysis Plan,"February 9, 2018",10/31/2019 12:51,
NCT01964755,23/08/2019,Study Protocol and Statistical Analysis Plan,"September 27, 2016",05/06/2019 14:40,
NCT01980342,08/05/2018,Study Protocol and Statistical Analysis Plan,"January 5, 2017",04/05/2018 10:12,
NCT01980654,26/03/2019,Study Protocol,"September 12, 2016",10/24/2018 15:34,
NCT01980654,26/03/2019,Statistical Analysis Plan,"October 27, 2017",10/24/2018 15:40,
NCT01994590,26/02/2019,Study Protocol and Statistical Analysis Plan,"June 17, 2013",02/28/2018 17:04,
NCT01994850,23/08/2019,Study Protocol and Statistical Analysis Plan,"June 21, 2018",04/11/2019 12:52,
NCT02012959,31/07/2018,Study Protocol,"November 17, 2015",07/31/2018 14:23,
NCT02012959,31/07/2018,Statistical Analysis Plan,"November 17, 2015",07/31/2018 14:25,
NCT02029937,27/09/2018,Study Protocol and Statistical Analysis Plan,"April 12, 2018",09/27/2018 10:50,
NCT02029937,27/09/2018,Informed Consent Form,"April 12, 2018",09/27/2018 10:51,
NCT02072226,04/06/2018,Statistical Analysis Plan,"May 17, 2017",03/06/2018 04:50,
NCT02072226,04/06/2018,Study Protocol,"January 8, 2015",03/07/2018 06:11,
NCT02075840,16/02/2018,Statistical Analysis Plan,"February 6, 2018",02/06/2018 10:36,
NCT02075840,16/02/2018,Study Protocol,"February 6, 2018",02/06/2018 10:36,
NCT02087085,29/03/2019,Statistical Analysis Plan,"August 3, 2018",03/29/2019 17:22,
NCT02087085,29/03/2019,Study Protocol,"May 23, 2017",03/29/2019 17:22,
NCT02104739,01/06/2018,Study Protocol and Statistical Analysis Plan,"February 18, 2016",03/15/2018 16:14,
NCT02105415,19/12/2018,Study Protocol and Statistical Analysis Plan,"August 30, 2018",12/19/2018 08:53,
NCT02125461,20/03/2019,Study Protocol,"December 7, 2017",03/20/2019 07:32,
NCT02125461,20/03/2019,Statistical Analysis Plan,"March 22, 2017",03/20/2019 07:32,
NCT02128763,12/12/2018,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","July 1, 2017",06/27/2018 10:53,
NCT02138110,18/11/2019,Statistical Analysis Plan,"January 17, 2018",11/19/2018 20:38,
NCT02138110,18/11/2019,Study Protocol,"June 29, 2017",01/22/2019 04:23,
NCT02142049,14/01/2019,Study Protocol,"September 30, 2014",05/31/2018 14:48,
NCT02142049,14/01/2019,Statistical Analysis Plan,"September 29, 2017",05/31/2018 14:48,
NCT02150863,29/10/2019,Study Protocol,"December 28, 2016",10/11/2019 13:06,No Statistical Analysis Plan (SAP) exists for this study.
NCT02161757,05/06/2018,Study Protocol,"February 26, 2018",06/05/2018 04:53,
NCT02161757,05/06/2018,Statistical Analysis Plan,"February 26, 2018",06/05/2018 04:53,
NCT02168842,07/01/2020,Study Protocol,"August 31, 2016",11/25/2019 14:06,
NCT02168842,07/01/2020,Statistical Analysis Plan,"December 1, 2017",11/25/2019 14:07,
NCT02195011,10/07/2018,Study Protocol,"April 15, 2014",05/22/2018 14:51,
NCT02195011,10/07/2018,Statistical Analysis Plan,"May 22, 2018",05/30/2018 16:02,
NCT02201277,22/08/2019,Study Protocol and Statistical Analysis Plan: IRB Application,"March 23, 2015",06/17/2019 20:45,
NCT02201277,22/08/2019,Informed Consent Form,"May 23, 2014",06/17/2019 21:36,
NCT02201277,22/08/2019,Study Protocol: NCT02201277 References,"March 23, 2015",08/01/2019 18:08,
NCT02206620,11/11/2019,Study Protocol and Statistical Analysis Plan,"January 15, 2019",09/24/2019 17:00,
NCT02216214,21/01/2019,Study Protocol,"September 10, 2015",11/19/2018 15:33,
NCT02216214,21/01/2019,Statistical Analysis Plan,"September 8, 2017",12/06/2018 12:01,
NCT02222714,10/10/2018,Statistical Analysis Plan,"December 7, 2017",07/27/2018 11:02,
NCT02222714,10/10/2018,Study Protocol,"October 7, 2016",07/27/2018 16:32,
NCT02225132,15/07/2019,Study Protocol and Statistical Analysis Plan,"August 23, 2016",07/15/2019 15:23,
NCT02240121,06/09/2019,Statistical Analysis Plan,"January 3, 2019",08/15/2019 15:48,
NCT02240121,06/09/2019,Study Protocol,"May 15, 2014",09/06/2019 19:12,
NCT02242942,10/09/2019,Statistical Analysis Plan,"November 8, 2018",08/15/2019 11:59,
NCT02242942,10/09/2019,Study Protocol,"February 12, 2018",08/15/2019 11:59,
NCT02251236,08/10/2019,Study Protocol and Statistical Analysis Plan,"July 2, 2014",10/08/2019 16:09,
NCT02252536,20/08/2018,Study Protocol,"August 18, 2016",04/09/2018 12:09,
NCT02252536,20/08/2018,Statistical Analysis Plan,"August 22, 2016",04/09/2018 14:12,
NCT02271906,08/04/2019,Study Protocol and Statistical Analysis Plan,"January 28, 2016",11/26/2018 16:33,
NCT02292186,16/05/2018,Study Protocol,"March 25, 2016",02/21/2018 16:18,
NCT02292186,16/05/2018,Statistical Analysis Plan,"October 23, 2014",02/21/2018 16:19,
NCT02296892,15/02/2019,Study Protocol,"March 3, 2016",02/15/2019 07:25,
NCT02296892,15/02/2019,Statistical Analysis Plan,"June 9, 2017",02/15/2019 07:26,
NCT02300727,09/05/2019,Study Protocol and Statistical Analysis Plan,"April 29, 2015",05/09/2019 14:36,
NCT02305758,16/11/2018,Study Protocol,"July 16, 2015",09/10/2018 14:22,
NCT02305758,16/11/2018,Statistical Analysis Plan,"February 23, 2017",09/10/2018 14:23,
NCT02312687,26/11/2019,Study Protocol,"September 29, 2017",11/26/2019 11:37,
NCT02312687,26/11/2019,Statistical Analysis Plan,"April 27, 2016",11/26/2019 11:38,
NCT02318602,26/06/2018,Study Protocol,"March 6, 2017",06/26/2018 12:04,
NCT02318602,26/06/2018,Statistical Analysis Plan,"December 4, 2017",06/26/2018 12:07,
NCT02321930,27/02/2019,Study Protocol and Statistical Analysis Plan,"May 11, 2015",01/18/2019 13:59,
NCT02328547,20/06/2019,Study Protocol and Statistical Analysis Plan,"April 24, 2015",06/04/2019 10:37,
NCT02336165,04/10/2019,Study Protocol and Statistical Analysis Plan,"April 14, 2017",07/15/2019 14:19,
NCT02348203,03/05/2019,Study Protocol and Statistical Analysis Plan,"February 19, 2018",05/03/2019 08:26,
NCT02388997,02/07/2018,Study Protocol and Statistical Analysis Plan,"August 1, 2016",05/01/2018 12:41,
NCT02412878,12/12/2018,Study Protocol,"March 7, 2017",10/24/2018 08:50,
NCT02412878,12/12/2018,Statistical Analysis Plan,"June 9, 2017",10/24/2018 08:50,
NCT02414854,19/10/2018,Study Protocol,"May 26, 2017",07/27/2018 19:02,
NCT02414854,19/10/2018,Statistical Analysis Plan,"May 18, 2017",07/27/2018 19:03,
NCT02424734,19/06/2018,Study Protocol,"May 25, 2017",06/18/2018 14:20,
NCT02424734,19/06/2018,Statistical Analysis Plan,"March 22, 2018",06/18/2018 14:20,
NCT02428595,30/08/2019,Study Protocol,"February 9, 2017",04/26/2019 13:45,
NCT02428595,30/08/2019,Statistical Analysis Plan,"April 2, 2018",04/26/2019 13:49,
NCT02435433,25/04/2019,Study Protocol,"April 24, 2017",12/04/2018 15:41,
NCT02435433,25/04/2019,Statistical Analysis Plan,"December 21, 2017",12/04/2018 15:43,
NCT02437903,19/01/2018,Study Protocol and Statistical Analysis Plan,"August 7, 2015",01/19/2018 12:36,
NCT02437903,19/01/2018,Informed Consent Form,"August 13, 2015",01/19/2018 12:36,
NCT02441517,18/04/2018,Study Protocol,"July 22, 2016",03/08/2018 13:13,
NCT02441517,18/04/2018,Statistical Analysis Plan,"July 8, 2015",03/08/2018 13:13,
NCT02450591,21/03/2018,Study Protocol and Statistical Analysis Plan,"April 19, 2017",03/21/2018 15:03,
NCT02452554,28/08/2019,Study Protocol and Statistical Analysis Plan,"July 9, 2018",07/17/2019 13:52,
NCT02453386,04/03/2019,Study Protocol,"October 13, 2017",01/08/2019 12:48,
NCT02453386,04/03/2019,Statistical Analysis Plan,"May 19, 2015",01/08/2019 12:50,
NCT02485717,15/01/2019,Study Protocol,"March 23, 2018",11/20/2018 16:05,
NCT02485717,15/01/2019,Statistical Analysis Plan,"August 24, 2018",11/20/2018 16:21,
NCT02486653,04/04/2019,Study Protocol and Statistical Analysis Plan,"December 8, 2017",04/01/2019 15:54,
NCT02488915,13/06/2018,Study Protocol,"June 28, 2016",05/17/2018 10:55,
NCT02488915,13/06/2018,Statistical Analysis Plan,"September 13, 2017",05/17/2018 10:56,
NCT02494102,19/06/2019,Study Protocol and Statistical Analysis Plan,"November 28, 2017",06/17/2019 10:35,
NCT02497287,03/04/2019,Study Protocol,"July 6, 2016",04/03/2019 13:35,
NCT02497287,03/04/2019,Statistical Analysis Plan,"November 10, 2017",04/03/2019 13:35,
NCT02501629,12/09/2018,Study Protocol,"July 18, 2016",08/09/2018 08:36,
NCT02501629,12/09/2018,Statistical Analysis Plan,"March 8, 2017",08/09/2018 08:36,
NCT02503735,06/01/2020,Study Protocol,"March 30, 2017",12/12/2019 10:25,No Statistical Analysis Plan (SAP) exists for this study.
NCT02513498,15/01/2019,Study Protocol and Statistical Analysis Plan,"August 11, 2017",12/04/2018 17:50,
NCT02518113,14/01/2019,Study Protocol,"June 4, 2015",01/11/2019 13:27,
NCT02518113,14/01/2019,Statistical Analysis Plan,"June 17, 2015",01/11/2019 13:28,
NCT02532764,15/01/2019,Study Protocol,"April 4, 2017",10/22/2018 05:06,
NCT02532764,15/01/2019,Statistical Analysis Plan,"April 18, 2017",10/22/2018 05:07,
NCT02538965,19/09/2018,Study Protocol,"December 13, 2016",07/13/2018 10:51,
NCT02538965,19/09/2018,Statistical Analysis Plan,"January 2, 2018",07/13/2018 10:52,
NCT02544607,08/03/2019,Study Protocol and Statistical Analysis Plan,"November 9, 2017",07/03/2018 15:15,
NCT02547129,19/04/2019,Study Protocol and Statistical Analysis Plan,"April 5, 2018",01/02/2019 11:38,
NCT02551874,20/08/2018,Statistical Analysis Plan,"September 21, 2017",08/20/2018 07:33,
NCT02551874,20/08/2018,Study Protocol,"March 17, 2016",08/20/2018 07:33,
NCT02560012,12/09/2018,Study Protocol and Statistical Analysis Plan,"August 11, 2016",07/27/2018 13:47,
NCT02561195,05/03/2018,Statistical Analysis Plan,"June 17, 2016",02/28/2018 10:48,
NCT02561195,05/03/2018,Study Protocol,"April 4, 2017",02/28/2018 10:49,
NCT02581345,10/09/2018,Study Protocol,"August 4, 2016",05/14/2018 11:18,
NCT02581345,10/09/2018,Statistical Analysis Plan,"October 25, 2016",05/14/2018 11:19,
NCT02585713,09/12/2019,Study Protocol and Statistical Analysis Plan,"December 1, 2017",08/08/2019 15:59,
NCT02597127,23/04/2019,Study Protocol,"April 12, 2016",09/21/2018 09:34,
NCT02597127,23/04/2019,Statistical Analysis Plan,"January 11, 2016",10/22/2018 12:33,
NCT02605954,13/06/2018,Study Protocol: Original,"July 31, 2015",06/08/2018 17:33,
NCT02605954,13/06/2018,Study Protocol: Amendment 1,"June 1, 2016",06/08/2018 17:34,
NCT02605954,13/06/2018,Statistical Analysis Plan,"February 26, 2018",06/08/2018 17:34,
NCT02625623,20/11/2018,Study Protocol,"March 28, 2018",11/20/2018 08:07,
NCT02625623,20/11/2018,Statistical Analysis Plan,"October 12, 2017",11/20/2018 08:07,
NCT02629861,10/10/2018,Study Protocol,"March 30, 2016",10/10/2018 20:04,
NCT02629861,10/10/2018,Statistical Analysis Plan,"May 26, 2017",10/10/2018 20:04,
NCT02636283,05/12/2019,Study Protocol and Statistical Analysis Plan,"June 21, 2017",11/26/2019 14:25,
NCT02652949,07/02/2019,Study Protocol,"October 20, 2017",12/09/2018 23:22,
NCT02652949,07/02/2019,Statistical Analysis Plan,"November 1, 2017",12/09/2018 23:23,
NCT02654314,22/01/2019,Study Protocol and Statistical Analysis Plan,"August 30, 2017",01/16/2019 12:51,
NCT02656069,31/08/2018,Study Protocol and Statistical Analysis Plan,"March 16, 2017",08/31/2018 17:06,
NCT02657031,07/12/2017,Study Protocol and Statistical Analysis Plan,"February 20, 2017",10/25/2017 14:20,
NCT02674568,30/09/2019,Study Protocol,"November 18, 2016",09/30/2019 12:03,
NCT02674568,30/09/2019,Statistical Analysis Plan,"February 14, 2018",09/30/2019 12:15,
NCT02689206,19/04/2018,Study Protocol,"May 11, 2016",01/23/2018 09:09,
NCT02689206,19/04/2018,Statistical Analysis Plan,"February 14, 2017",01/23/2018 09:09,
NCT02695212,29/03/2019,Statistical Analysis Plan,"August 6, 2018",03/29/2019 11:25,
NCT02708095,16/11/2018,Study Protocol,"December 11, 2015",08/16/2018 00:22,
NCT02708095,16/11/2018,Statistical Analysis Plan,"July 26, 2017",08/16/2018 00:24,
NCT02713204,01/05/2019,Study Protocol,"May 31, 2017",10/03/2018 17:16,
NCT02713204,01/05/2019,Statistical Analysis Plan,"October 19, 2017",10/03/2018 17:17,
NCT02725008,25/02/2019,Study Protocol and Statistical Analysis Plan,"February 13, 2015",11/30/2018 08:36,
NCT02728206,05/02/2019,Study Protocol,"February 26, 2016",11/29/2018 17:37,
NCT02728206,05/02/2019,Statistical Analysis Plan,"February 20, 2018",11/29/2018 17:40,
NCT02741518,19/12/2019,Study Protocol and Statistical Analysis Plan,"May 16, 2018",11/26/2019 13:42,
NCT02747004,14/06/2019,Study Protocol,"January 29, 2019",04/02/2019 05:16,
NCT02747004,14/06/2019,Statistical Analysis Plan,"June 29, 2016",04/02/2019 05:17,
NCT02749370,24/07/2018,Study Protocol,"February 5, 2016",07/24/2018 13:24,
NCT02749370,24/07/2018,Statistical Analysis Plan,"April 11, 2016",07/24/2018 13:24,
NCT02752074,13/05/2019,Study Protocol and Statistical Analysis Plan,"May 18, 2018",02/19/2019 12:11,
NCT02754661,12/09/2019,Study Protocol and Statistical Analysis Plan,"October 8, 2017",07/31/2019 07:27,
NCT02792699,02/10/2019,Study Protocol,"March 20, 2018",10/02/2019 17:27,
NCT02792699,02/10/2019,Statistical Analysis Plan,"December 10, 2018",10/02/2019 17:27,
NCT02797132,30/09/2018,Study Protocol,"April 13, 2017",09/28/2018 10:44,
NCT02797132,30/09/2018,Statistical Analysis Plan,"September 23, 2016",09/28/2018 10:46,
NCT02799472,16/10/2018,Study Protocol,"March 1, 2016",10/16/2018 12:19,
NCT02799472,16/10/2018,Statistical Analysis Plan,"November 28, 2017",10/16/2018 12:21,
NCT02807376,29/11/2018,Study Protocol,"November 17, 2015",08/21/2018 12:44,
NCT02807376,29/11/2018,Statistical Analysis Plan,"October 11, 2017",08/21/2018 12:44,
NCT02824224,03/05/2019,Study Protocol and Statistical Analysis Plan,"February 12, 2016",04/08/2019 12:50,
NCT02824913,22/12/2017,Study Protocol and Statistical Analysis Plan,"September 7, 2017",12/17/2017 11:46,
NCT02831855,13/11/2019,Study Protocol,"December 4, 2017",11/13/2019 12:08,
NCT02831855,13/11/2019,Statistical Analysis Plan,"November 9, 2018",11/13/2019 12:08,
NCT02839330,02/04/2019,Study Protocol,"March 15, 2016",02/26/2019 13:31,
NCT02839330,02/04/2019,Statistical Analysis Plan,"November 15, 2017",02/26/2019 13:31,
NCT02854605,07/01/2019,Study Protocol: Original,"June 28, 2016",11/29/2018 17:30,
NCT02854605,07/01/2019,Study Protocol: Amendment 1,"October 3, 2016",11/29/2018 17:32,
NCT02854605,07/01/2019,Study Protocol: Amendment 2,"January 24, 2017",11/29/2018 17:34,
NCT02854605,07/01/2019,Statistical Analysis Plan,"September 6, 2017",11/29/2018 17:36,
NCT02856828,12/09/2019,Study Protocol and Statistical Analysis Plan,"September 29, 2016",09/12/2019 14:46,
NCT02867995,24/01/2019,Study Protocol and Statistical Analysis Plan,"November 16, 2017",01/24/2019 15:31,
NCT02881567,05/09/2019,Statistical Analysis Plan,"June 14, 2018",09/05/2019 15:46,
NCT02881567,05/09/2019,Study Protocol,"July 6, 2016",09/05/2019 15:46,
NCT02888093,12/11/2019,Study Protocol,"October 13, 2016",11/12/2019 11:20,No Statistical Analysis Plan (SAP) exists for this study.
NCT02902172,05/10/2018,Study Protocol and Statistical Analysis Plan,"June 9, 2017",10/05/2018 13:04,
NCT02906917,28/08/2018,Study Protocol,"June 22, 2018",08/28/2018 02:47,
NCT02906917,28/08/2018,Statistical Analysis Plan,"June 22, 2018",08/28/2018 02:47,
NCT02920450,09/09/2019,Study Protocol and Statistical Analysis Plan,"January 10, 2019",07/12/2019 17:35,
NCT02921386,14/03/2018,Study Protocol,"September 15, 2016",03/02/2018 10:33,
NCT02921386,14/03/2018,Statistical Analysis Plan,"March 23, 2017",03/02/2018 11:31,
NCT02929498,23/04/2019,Study Protocol,"May 8, 2017",11/22/2018 09:03,
NCT02929498,23/04/2019,Statistical Analysis Plan,"June 21, 2018",11/22/2018 09:04,
NCT02933528,12/11/2018,Study Protocol,"December 27, 2016",11/02/2018 15:22,
NCT02933528,12/11/2018,Statistical Analysis Plan,"April 18, 2017",11/05/2018 12:24,
NCT02933879,18/12/2018,Statistical Analysis Plan,"March 21, 2018",11/02/2018 14:46,
NCT02933879,18/12/2018,Study Protocol,"July 19, 2016",11/02/2018 14:52,
NCT02969408,12/04/2019,Study Protocol,"February 22, 2017",04/12/2019 09:04,
NCT02969408,12/04/2019,Statistical Analysis Plan,"April 9, 2018",04/12/2019 09:04,
NCT03000309,26/03/2019,Study Protocol and Statistical Analysis Plan,"June 20, 2016",02/07/2019 14:17,
NCT03008590,06/01/2020,Informed Consent Form,"March 25, 2019",01/06/2020 17:43,
NCT03008837,27/11/2019,Study Protocol and Statistical Analysis Plan,"June 21, 2017",10/17/2019 12:34,
NCT03017846,10/01/2019,Study Protocol and Statistical Analysis Plan,"January 26, 2017",09/05/2018 10:19,
NCT03018340,25/10/2019,Study Protocol,"April 26, 2017",08/20/2019 01:51,
NCT03018340,25/10/2019,Statistical Analysis Plan,"August 21, 2018",08/29/2019 01:51,
NCT03028870,17/10/2018,Study Protocol,"February 16, 2017",10/17/2018 09:08,
NCT03028870,17/10/2018,Statistical Analysis Plan,"January 12, 2018",10/17/2018 09:19,
NCT03052426,11/01/2019,Study Protocol and Statistical Analysis Plan,"February 2, 2017",01/11/2019 11:28,
NCT03055195,03/12/2018,Study Protocol,"June 22, 2017",10/05/2018 07:59,
NCT03055195,03/12/2018,Statistical Analysis Plan,"February 28, 2018",10/05/2018 08:00,
NCT03057704,16/01/2018,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","November 30, 2016",11/06/2017 15:54,
NCT03069677,09/09/2019,Study Protocol and Statistical Analysis Plan,"December 18, 2017",06/13/2019 13:56,
NCT03074331,25/02/2019,Study Protocol,"February 12, 2016",02/13/2019 20:04,
NCT03074331,25/02/2019,Statistical Analysis Plan,"March 14, 2018",02/13/2019 20:05,
NCT03082755,23/10/2019,Informed Consent Form,"November 29, 2018",06/11/2019 17:15,
NCT03086330,02/08/2019,Study Protocol and Statistical Analysis Plan,"February 18, 2019",07/02/2019 02:55,
NCT03097614,25/06/2018,Study Protocol and Statistical Analysis Plan,"March 10, 2017",06/25/2018 10:16,
NCT03099096,15/03/2018,Study Protocol,"February 15, 2017",02/22/2018 23:30,
NCT03099096,15/03/2018,Statistical Analysis Plan,"November 30, 2017",02/22/2018 23:32,
NCT03117569,09/12/2019,Study Protocol,"June 14, 2017",07/17/2019 00:48,
NCT03117569,09/12/2019,Statistical Analysis Plan,"July 9, 2018",07/17/2019 00:49,
NCT03119649,19/10/2018,Study Protocol,"December 6, 2016",10/19/2018 11:34,
NCT03119649,19/10/2018,Statistical Analysis Plan,"November 10, 2017",10/19/2018 11:36,
NCT03131713,04/10/2019,Study Protocol and Statistical Analysis Plan,"July 12, 2019",09/12/2019 18:44,
NCT03136328,06/01/2019,Study Protocol and Statistical Analysis Plan,"July 20, 2016",09/24/2018 19:16,
NCT03143101,16/11/2018,Study Protocol,"June 2, 2017",09/26/2018 13:37,
NCT03143101,16/11/2018,Statistical Analysis Plan,"August 17, 2017",09/26/2018 13:39,
NCT03148262,15/11/2018,Study Protocol and Statistical Analysis Plan,"September 22, 2017",09/21/2018 16:18,
NCT03150485,24/05/2018,Study Protocol and Statistical Analysis Plan,"March 14, 2017",03/30/2018 04:02,
NCT03165110,16/05/2019,Study Protocol and Statistical Analysis Plan,"August 25, 2016",01/16/2019 16:26,
NCT03168841,01/10/2019,Study Protocol and Statistical Analysis Plan,"May 23, 2017",09/30/2019 11:29,
NCT03175172,26/01/2019,Study Protocol,"June 14, 2017",01/24/2019 20:09,
NCT03175172,26/01/2019,Statistical Analysis Plan,"March 22, 2018",01/24/2019 20:09,
NCT03178344,07/11/2018,Study Protocol and Statistical Analysis Plan,"April 11, 2017",11/07/2018 13:26,
NCT03231345,10/01/2019,Study Protocol,"April 1, 2017",01/10/2019 14:18,No Statistical Analysis Plan (SAP) exists for this study.
NCT03245463,16/10/2019,Study Protocol and Statistical Analysis Plan,"July 25, 2017",08/27/2019 14:30,
NCT03256799,24/06/2019,"Study Protocol, Statistical Analysis Plan, and Informed Consent Form","February 1, 2019",06/19/2019 13:42,
NCT03262233,01/04/2019,Study Protocol and Statistical Analysis Plan,"May 30, 2017",03/01/2019 12:20,
NCT03268746,30/08/2019,Study Protocol,"December 13, 2017",05/21/2019 14:29,
NCT03268746,30/08/2019,Statistical Analysis Plan,"August 27, 2018",05/21/2019 14:29,
NCT03275142,23/01/2018,Informed Consent Form,"February 21, 2017",08/30/2017 11:47,
NCT03275142,23/01/2018,Study Protocol,"August 30, 2017",09/01/2017 07:57,
NCT03275870,04/11/2017,Study Protocol,"September 1, 2017",09/01/2017 16:18,
NCT03275870,04/11/2017,Informed Consent Form,"September 1, 2017",09/01/2017 16:18,
NCT03292731,29/08/2019,Study Protocol,"July 31, 2019",08/29/2019 09:54,
NCT03297658,15/11/2017,Study Protocol and Statistical Analysis Plan,"September 25, 2017",09/25/2017 10:13,
NCT03316378,01/07/2019,Study Protocol and Statistical Analysis Plan,"April 29, 2019",07/01/2019 14:18,
NCT03326596,09/04/2018,Informed Consent Form: Informed Consent,"September 10, 2017",09/12/2017 13:25,
NCT03326596,09/04/2018,Study Protocol and Statistical Analysis Plan,"September 10, 2017",09/12/2017 13:29,
NCT03326596,09/04/2018,Study Protocol: Protocol Cover Page,"September 10, 2017",10/12/2017 16:27,
NCT03326596,09/04/2018,Informed Consent Form: Informed Consent Cover Page,"September 10, 2017",10/12/2017 16:28,
NCT03333876,08/02/2019,Study Protocol and Statistical Analysis Plan,"November 14, 2017",11/12/2018 15:07,
NCT03334903,29/05/2019,Study Protocol and Statistical Analysis Plan,"March 20, 2018",05/29/2019 09:51,
NCT03343639,23/05/2019,Study Protocol,"March 15, 2018",05/23/2019 12:47,
NCT03343639,23/05/2019,Statistical Analysis Plan,"November 9, 2018",05/23/2019 12:48,
NCT03351738,04/12/2019,Study Protocol,"May 29, 2018",12/04/2019 03:08,
NCT03351738,04/12/2019,Statistical Analysis Plan,"December 14, 2017",12/04/2019 03:20,
NCT03354611,05/03/2018,Study Protocol,"November 21, 2017",11/21/2017 18:07,
NCT03356977,20/09/2019,Study Protocol,"May 1, 2018",09/20/2019 15:23,
NCT03356977,20/09/2019,Statistical Analysis Plan,"April 10, 2019",09/20/2019 16:04,
NCT03361917,03/05/2019,Study Protocol and Statistical Analysis Plan,"May 10, 2018",04/30/2019 08:18,
NCT03371836,12/12/2017,Study Protocol and Statistical Analysis Plan,"December 12, 2017",12/12/2017 10:29,
NCT03376516,06/12/2019,Study Protocol,"June 19, 2017",10/22/2019 12:06,
NCT03376516,06/12/2019,Statistical Analysis Plan,"July 8, 2019",10/22/2019 12:06,
NCT03417466,30/07/2019,Statistical Analysis Plan,"December 14, 2018",06/07/2019 12:50,
NCT03417466,30/07/2019,Study Protocol,"September 18, 2017",06/07/2019 12:51,
NCT03453190,26/02/2018,Study Protocol and Statistical Analysis Plan,"October 10, 2017",02/26/2018 17:34,
NCT03466086,09/05/2019,Study Protocol and Statistical Analysis Plan,"January 3, 2018",05/09/2019 11:58,
NCT03466658,02/01/2020,Study Protocol and Statistical Analysis Plan,"June 6, 2019",11/22/2019 10:02,
NCT03477903,23/09/2019,Study Protocol and Statistical Analysis Plan,"February 28, 2018",09/23/2019 10:53,
NCT03527966,12/07/2019,Study Protocol and Statistical Analysis Plan,"March 8, 2018",06/26/2019 15:08,
